Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Channel Zero,4,"Drama,Horror,Suspense,Science Fiction",SyFy,26/10/2018,75,5,7.1,13
Channel Zero,1,"Drama,Horror,Suspense,Science Fiction",SyFy,11/10/2016,75,5,7.4,82
Caprica,1,"Drama,Science Fiction",SyFy,22/01/2010,71,20,7.3,86
BrainDead,1,"Comedy,Drama,Horror,Science Fiction",CBS,13/06/2016,61,37,7.6,127
Blood Drive,1,"Drama,Action & Adventure,Science Fiction",SyFy,14/06/2017,65,13,6.3,40
Black Mirror: Bandersnatch,1,"Drama,Science Fiction",Netflix,28/12/2018,61,16,6.9,276
Black Mirror,5,"Drama,Science Fiction",Channel 4,16/12/2014,66,13,5.9,186
Black Mirror,4,"Drama,Science Fiction",Channel 4,29/12/2017,72,27,7.1,262
Black Mirror,3,"Drama,Science Fiction",Channel 4,21/10/2016,82,23,8.8,430
Bionic Woman,1,"Drama,Action & Adventure,Science Fiction",NBC,26/09/2007,57,28,5.2,94
Between,1,"Drama,Science Fiction",Netflix,21/05/2015,47,10,4.9,49
Beauty and the Beast (2012),1,"Drama,Action & Adventure,Science Fiction",The CW,11/10/2012,33,19,7.4,183
Believe,1,"Drama,Fantasy,Science Fiction",NBC,10/03/2014,55,25,7.3,115
Battlestar Galactica (2003),4,"Drama,Action & Adventure,Science Fiction",SyFy,04/04/2008,85,16,8.8,239
Altered Carbon,2,"Drama,Action & Adventure,Science Fiction",Netflix,27/02/2020,65,8,3.6,118
Altered Carbon,1,"Drama,Action & Adventure,Science Fiction",Netflix,02/02/2018,64,25,8,682
Almost Human,1,"Drama,Action & Adventure,Science Fiction",FOX,17/11/2013,62,30,8.5,314
Alien Nation (1989),1,"Drama,Science Fiction",FOX,18/09/1989,53,8,8,4
ALF,1,"Comedy,Fantasy,Science Fiction",NBC,22/09/1986,44,7,8.4,14
3rd Rock from the Sun,1,"Comedy,Science Fiction",NBC,09/01/1996,52,26,7.4,36
12 Monkeys (2015),1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",SyFy,16/01/2015,57,25,8.3,237
