Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
The Big C,3,Comedy,SHOWTIME,08/04/2012,65,4,6.3,14
Taxi Brooklyn,1,"Comedy,Drama,Action & Adventure",NBC,25/06/2014,51,15,6.3,31
The Dangerous Book for Boys,1,Comedy,Prime Video,30/03/2018,63,4,6.3,7
Banana,1,Comedy,E4,13/04/2015,72,6,6.3,7
Bless the Harts,1,"Comedy,Animation",FOX,29/09/2019,70,10,6.3,7
Champions,1,Comedy,NBC,08/03/2018,64,13,6.3,35
Cougar Town,1,Comedy,ABC,23/09/2009,51,23,6.3,203
Loudermilk,1,Comedy,Audience Network,17/10/2017,76,9,6.3,23
Malibu Country,1,Comedy,ABC,02/11/2012,41,21,6.3,33
Out There,1,"Comedy,Animation,Drama",IFC,22/02/2013,70,6,6.3,10
The Late Late Show with James Corden,1,"Comedy,Talk & Interview,Music",CBS,24/03/2015,67,20,6.3,46
The Politician,1,"Comedy,Drama",Netflix,27/09/2019,66,32,6.3,36
Traffic Light,1,Comedy,FOX,08/02/2011,63,20,6.3,24
Unsupervised,1,"Comedy,Animation",FX,19/01/2012,46,16,6.3,34
Forever (2018),1,Comedy,Prime Video,14/09/2018,77,20,6.3,38
Four Weddings and a Funeral,1,"Comedy,Drama",HULU,31/07/2019,50,20,6.3,7
High School Musical 2,1,"Comedy,Kids,Arts,Music",Disney,17/08/2007,72,23,6.3,136
Haters Back Off,1,Comedy,Netflix,14/10/2016,54,9,6.3,96
Search Party (2016),2,"Comedy,Drama,Suspense",E!,19/11/2017,78,9,6.4,31
Silicon Valley,5,Comedy,HBO,25/03/2018,73,5,6.4,51
Special,1,Comedy,Netflix,12/04/2019,67,10,6.4,25
Angie Tribeca,1,Comedy,TBS,25/01/2016,78,13,6.4,88
America's Funniest Home Videos,1,"Comedy,Reality",ABC,14/01/1990,37,5,6.4,9
Ally McBeal,1,"Comedy,Drama",FOX,08/09/1997,73,28,6.4,12
Bill Cosby: Far From Finished,1,Comedy,Comedy Central,23/11/2013,75,11,6.4,11
Better With You,1,Comedy,ABC,22/09/2010,64,21,6.4,32
Class of 3000,1,"Comedy,Animation,Kids,Music",Cartoon Network,03/11/2006,65,10,6.4,24
Cucumber,1,"Comedy,Drama",E4,13/04/2015,73,7,6.4,12
A Million Little Things,1,"Comedy,Drama",ABC,26/09/2018,51,18,6.4,29
Mercy,1,"Comedy,Drama",NBC,23/09/2009,41,17,6.4,59
Men at Work,1,Comedy,TBS,24/05/2012,36,12,6.4,41
"Me, Myself and I",1,Comedy,CBS,25/09/2017,57,18,6.4,31
Mr. Sunshine,1,Comedy,ABC,09/02/2011,54,23,6.4,45
Mike & Molly,1,Comedy,CBS,20/09/2010,62,23,6.4,94
The Jim Gaffigan Show,1,Comedy,TV Land,15/07/2015,69,22,6.4,30
The Muppets (2015),1,Comedy,ABC,22/09/2015,62,31,6.4,77
The New Normal,1,Comedy,NBC,10/09/2012,61,32,6.4,121
The Tonight Show Starring Jimmy Fallon,1,"Comedy,Talk & Interview,Music",NBC,18/02/2014,65,19,6.4,76
Why Women Kill,1,"Comedy,Drama",CBS All Access,15/08/2019,62,15,6.4,18
I Love Dick,1,"Comedy,Drama",Amazon Prime,12/05/2017,73,29,6.4,39
Freak Show,1,"Comedy,Animation,Action & Adventure",Comedy Central,04/10/2006,67,5,6.4,26
Girls,3,"Comedy,Drama",HBO,12/01/2014,76,18,6.4,89
Seed,1,Comedy,The CW,04/02/2013,59,7,6.5,4
Single Ladies,1,"Comedy,Drama",VH1,30/05/2011,35,4,6.5,4
Shut Eye,1,"Comedy,Drama,Science Fiction",HULU,07/12/2016,50,14,6.5,24
Ben & Kate,1,Comedy,FOX,25/09/2012,67,29,6.5,49
Claws,1,"Comedy,Drama",TNT,11/06/2017,64,21,6.5,35
Catch-22 (2019),1,"Comedy,Drama,Movie/Mini-Series,Action & Adventure",HULU,17/05/2019,70,34,6.5,33
Joey,1,Comedy,NBC,09/09/2004,58,4,6.5,16
Little Britain USA,1,Comedy,HBO,28/09/2008,60,17,6.5,38
Lady Dynamite,2,Comedy,Netflix,10/11/2017,85,5,6.5,22
Lodge 49,2,"Comedy,Drama",AMC,12/08/2019,80,5,6.5,8
Orange is the New Black,5,"Comedy,Drama",Netflix,09/06/2017,67,20,6.5,181
Perfect Harmony,1,"Comedy,Music",NBC,26/09/2019,53,9,6.5,11
Running Wilde,1,Comedy,FOX,21/09/2010,48,26,6.5,37
The Michael J. Fox Show,1,Comedy,NBC,26/09/2013,64,32,6.5,80
The Spoils of Babylon,1,"Comedy,Movie/Mini-Series",IFC,09/01/2014,69,26,6.5,24
Transparent,3,"Comedy,Drama",Amazon Instant Video,23/09/2016,90,15,6.5,90
Up All Night,1,Comedy,NBC,14/09/2011,64,26,6.5,81
Would You Rather...? with Graham Norton,1,"Comedy,Reality,Game Show",BBC America,03/12/2011,66,4,6.5,4
Entourage,7,"Comedy,Drama",HBO,27/06/2010,61,9,6.5,50
Gary Unmarried,1,Comedy,CBS,24/09/2008,47,21,6.5,21
Fuller House,1,Comedy,Netflix,27/02/2016,35,28,6.5,226
Friends with Better Lives,1,"Comedy,Drama",CBS,31/03/2014,45,18,6.5,45
Freddie,1,Comedy,ABC,31/05/2006,33,24,6.5,44
Hot in Cleveland,1,Comedy,TV Land,16/06/2010,64,23,6.5,81
Insecure,3,"Comedy,Drama",HBO,12/08/2018,84,8,6.5,31
State of Georgia ,1,Comedy,ABC Family,29/06/2011,58,4,6.6,9
Teachers,1,Comedy,NBC,28/03/2006,34,16,6.6,64
The Crazy Ones,1,Comedy,CBS,26/09/2013,58,28,6.6,109
The Catch,1,"Comedy,Drama,Suspense",ABC,24/03/2016,59,33,6.6,62
The Carmichael Show,3,Comedy,NBC,31/05/2017,79,8,6.6,17
Another Period,1,Comedy,Comedy Central,23/06/2015,68,12,6.6,32
Big Mouth,3,"Comedy,Animation",Netflix,04/10/2019,84,5,6.6,43
Big Mouth,1,"Comedy,Animation",Netflix,29/09/2017,80,6,6.6,227
Bob's Burgers,1,"Comedy,Animation",FOX,09/01/2011,54,20,6.6,226
Documentary Now!,1,"Comedy,Documentary",IFC,20/08/2015,77,17,6.6,25
10 Things I Hate About You,1,Comedy,ABC Family,07/07/2009,66,9,6.6,23
Lady Dynamite,1,Comedy,Netflix,20/05/2016,85,15,6.6,93
Mad Love,1,Comedy,CBS,14/02/2011,60,24,6.6,25
Reno 911!,1,Comedy,Comedy Central,23/07/2003,68,17,6.6,8
Transparent,2,"Comedy,Drama",Amazon Instant Video,04/12/2015,94,28,6.6,138
Drunk History,1,"Comedy,Talk & Interview,Educational",Comedy Central,09/07/2013,54,12,6.6,42
Girls,1,"Comedy,Drama",HBO,15/04/2012,87,31,6.6,380
Great News,1,Comedy,NBC,25/04/2017,67,21,6.6,25
The Awesomes,1,"Comedy,Animation",HULU,01/08/2013,60,6,6.7,18
Angry Boys,1,"Sports,Comedy,Drama,Sports",HBO,01/01/2012,50,7,6.7,21
Baby Daddy,1,"Comedy,Drama",ABC Family,20/06/2012,51,8,6.7,46
Arrested Development,5,Comedy,FOX,29/05/2018,67,20,6.7,59
Breaking Greenville,1,"Comedy,Reality,Documentary",truTV,29/01/2015,64,6,6.7,6
Clear History,1,"Comedy,Movie/Mini-Series",HBO,10/08/2013,69,17,6.7,23
Key & Peele,1,Comedy,Comedy Central,31/01/2012,74,11,6.7,76
Julian Fellowes Presents Doctor Thorne,1,"Comedy,Drama",ITV,20/05/2016,64,7,6.7,10
Last Man Standing (2011),7,"Comedy,Drama",ABC,28/09/2018,58,6,6.7,20
Louis C.K.: 2017,1,Comedy,Netflix,04/04/2017,82,8,6.7,91
Los Espookys,1,Comedy,HBO,14/06/2019,82,12,6.7,15
Marry Me,1,Comedy,NBC,14/10/2014,63,25,6.7,34
The Mick,1,Comedy,FOX,25/12/2016,50,27,6.7,73
The Marvelous Mrs. Maisel,3,"Comedy,Drama",Amazon Prime,06/12/2019,75,19,6.7,38
Weeds,8,"Comedy,Drama",SHOWTIME,01/07/2012,57,4,6.7,43
GCB,1,Comedy,ABC,04/03/2012,55,22,6.7,38
Girls,5,"Comedy,Drama",HBO,21/02/2016,73,13,6.7,67
Son of Zorn,1,"Comedy,Animation,Action & Adventure",FOX,11/09/2016,57,19,6.8,64
Somebodies,1,Comedy,BET,09/09/2008,60,6,6.8,5
SMILF,1,Comedy,SHOWTIME,05/11/2017,64,20,6.8,38
Splitting Up Together,1,Comedy,ABC,27/03/2018,54,9,6.8,16
The Big C,1,Comedy,SHOWTIME,16/08/2010,67,27,6.8,69
The Almighty Johnsons,1,"Comedy,Action & Adventure",SyFy,07/02/2011,66,4,6.8,5
Animals,1,"Comedy,Animation",HBO,05/02/2016,54,12,6.8,29
Alpha House,1,"Comedy,Drama",Amazon Instant Video,19/04/2013,68,18,6.8,35
"Big Time in Hollywood, FL",1,Comedy,Comedy Central,25/03/2015,68,10,6.8,11
Big Mouth,2,"Comedy,Animation",Netflix,05/10/2018,90,9,6.8,132
Crumbs,1,Comedy,ABC,12/01/2006,44,25,6.8,16
Disenchantment,1,"Comedy,Animation,Action & Adventure,Fantasy",Netflix,17/08/2018,56,27,6.8,249
A.P. Bio,1,Comedy,NBC,01/02/2018,59,16,6.8,37
A to Z,1,Comedy,NBC,02/10/2014,66,24,6.8,44
Last Man Standing (2011),1,"Comedy,Drama",ABC,11/10/2011,33,24,6.8,113
Northern Exposure,2,"Comedy,Drama",CBS,08/04/1991,83,9,6.8,6
No Tomorrow,1,"Comedy,Drama",The CW,04/10/2016,69,23,6.8,39
One Mississippi,2,"Comedy,Drama",Amazon Prime,08/09/2017,82,6,6.8,23
PEN15,1,Comedy,HULU,08/02/2019,82,19,6.8,55
Patriot Act with Hasan Minhaj,1,Comedy,Netflix,28/10/2018,78,4,6.8,26
The Guest Book,1,Comedy,TBS,03/08/2017,55,9,6.8,23
The Good Cop,1,"Comedy,Drama",Netflix,21/09/2018,53,15,6.8,16
The Righteous Gemstones,1,Comedy,HBO,18/08/2019,67,20,6.8,23
The O.C.,1,"Comedy,Drama",FOX,05/08/2003,67,17,6.8,68
Todd Margaret,1,Comedy,IFC,01/10/2010,65,8,6.8,27
Trial & Error,2,"Comedy,Suspense",NBC,19/07/2018,76,11,6.8,20
Wet Hot American Summer: First Day of Camp,1,Comedy,Netflix,31/07/2015,74,23,6.8,87
Weeds,6,"Comedy,Drama",SHOWTIME,16/08/2010,56,4,6.8,77
Wedding Band,1,Comedy,TBS,10/11/2012,61,12,6.8,19
Web Therapy,1,Comedy,SHOWTIME,19/07/2011,58,10,6.8,35
Four Kings,1,Comedy,NBC,05/01/2006,40,18,6.8,30
Glory Daze,1,"Comedy,Drama",TBS,16/11/2010,46,18,6.8,14
Happily Divorced,1,Comedy,TV Land,15/06/2011,47,14,6.8,12
Halfway Home,1,Comedy,Comedy Central,14/03/2007,43,6,6.8,32
Home Fires,1,"Comedy,Drama",NBC,04/10/2015,79,5,6.8,6
Insecure,2,"Comedy,Drama",HBO,23/07/2017,90,13,6.8,53
Best Friends Forever,1,Comedy,NBC,04/04/2012,49,19,6.9,10
Survivor's Remorse,3,"Comedy,Sports",Starz,24/07/2016,83,4,6.9,7
BH90210,1,"Comedy,Drama",FOX,07/08/2019,64,21,6.9,14
Crashing,1,Comedy,HBO,19/02/2017,73,19,6.9,35
Da Ali G Show (US),1,"Comedy,Talk & Interview,Arts,Music",HBO,22/02/2003,60,13,6.9,10
Jerry Before Seinfeld,1,Comedy,Netflix,19/09/2017,74,7,6.9,15
Legit,2,Comedy,FX,26/02/2014,79,4,6.9,17
Moonbeam City,1,"Comedy,Animation,Action & Adventure",Comedy Central,16/09/2015,52,8,6.9,46
Orange is the New Black,6,"Comedy,Drama",Netflix,27/07/2018,69,14,6.9,69
One Mississippi,1,"Comedy,Drama",Amazon Prime,09/09/2016,77,20,6.9,27
RAMY,1,Comedy,HULU,19/04/2019,87,18,6.9,62
Rake (2014),1,"Comedy,Drama",FOX,23/01/2014,62,33,6.9,43
Patriot,2,"Comedy,Drama",Amazon Prime,09/11/2018,80,4,6.9,35
Real Time With Bill Maher,1,"Comedy,Talk & Interview,News",HBO,21/02/2003,43,5,6.9,19
The McCarthys,1,Comedy,CBS,30/10/2014,53,22,6.9,15
The Real O'Neals,1,Comedy,ABC,02/03/2016,62,25,6.9,43
This Close,1,"Comedy,Drama",Sundance Now,14/02/2018,75,10,6.9,9
The Zen Diaries of Garry Shandling,1,"Comedy,Movie/Mini-Series,News/Documentary,Documentary",HBO,26/03/2018,90,9,6.9,26
Trial & Error,1,"Comedy,Suspense",NBC,14/03/2017,67,29,6.9,44
Enlightened,1,"Comedy,Drama,Health & Lifestyle",HBO,10/10/2011,74,22,6.9,113
Garfunkel & Oates,1,"Comedy,Music",IFC,07/08/2014,73,7,6.9,25
GLOW,3,Comedy,Netflix,09/08/2019,80,17,6.9,51
Gilmore Girls,8,"Comedy,Drama",WB,25/11/2016,75,28,6.9,63
Hap and Leonard,1,"Comedy,Drama",SUNDANCE,02/03/2016,73,19,6.9,52
Inside Amy Schumer,3,Comedy,Comedy Central,21/04/2015,71,4,6.9,34
In Case of Emergency,1,Comedy,ABC,03/01/2007,27,23,6.9,18
Survivor's Remorse,4,"Comedy,Sports",Starz,20/08/2017,85,4,7,5
The Carmichael Show,2,Comedy,NBC,08/03/2016,80,7,7,31
Being Human (UK),2,"Comedy,Drama,Fantasy,Horror,Suspense",BBC,10/01/2010,78,5,7,22
Baywatch,1,"Comedy,Drama,Action & Adventure",Syndicated,23/04/1989,35,6,7,4
Clerks,1,"Comedy,Animation",ABC,31/05/2000,47,14,7,5
Community,4,Comedy,NBC,07/02/2013,69,18,7,235
Absolutely Fabulous (UK),6,Comedy,BBC,08/01/2012,86,4,7,17
8 Simple Rules,1,Comedy,ABC,17/09/2002,53,27,7,7
Life in Pieces,1,Comedy,CBS,21/09/2015,64,24,7,71
Modern Love,1,"Comedy,Drama",Prime Video,18/10/2019,66,26,7,35
Notes from the Underbelly,1,Comedy,ABC,12/04/2007,38,24,7,37
Perfect Couples,1,"Comedy,Health & Lifestyle",NBC,20/12/2010,44,19,7,41
This Way Up,1,Comedy,HULU,21/08/2019,78,8,7,9
Ugly Americans,1,"Comedy,Animation,Action & Adventure,Fantasy",Comedy Central,17/03/2010,60,8,7,111
Turn Up Charlie,1,Comedy,Netflix,15/03/2019,46,16,7,7
Trophy Wife,1,Comedy,ABC,24/09/2013,64,28,7,46
Unbreakable Kimmy Schmidt,3,Comedy,Netflix,19/05/2017,78,12,7,90
Whoopi Goldberg Presents Moms Mabley,1,"Comedy,Movie/Mini-Series,Documentary",HBO,18/11/2013,83,10,7,8
I've Got A Secret,1,"Comedy,Reality,Game Show",GSN,17/04/2006,46,4,7,20
Feel Good (2020),1,"Comedy,Drama",Netflix,19/03/2020,83,11,7,15
From Dusk Till Dawn: The Series,1,"Comedy,Drama,Action & Adventure,Fantasy,Horror,Suspense",El Rey Network,11/03/2014,61,9,7,92
Insatiable,1,"Comedy,Drama",Netflix,10/08/2018,25,15,7,213
Black Monday,1,Comedy,SHOWTIME,20/01/2019,57,28,7.1,23
Sherri,1,Comedy,LIFETIME,05/10/2009,61,9,7.1,15
Speechless (2016),1,Comedy,ABC,21/09/2016,79,29,7.1,52
Any Given Wednesday with Bill Simmons,1,"Comedy,Sports,Talk & Interview",HBO,22/06/2016,51,9,7.1,13
Axe Cop,1,"Comedy,Animation",FOX,21/07/2013,73,6,7.1,30
At Home with Amy Sedaris,1,Comedy,truTV,24/10/2017,82,5,7.1,11
Detroiters,1,Comedy,Comedy Central,07/02/2017,75,11,7.1,19
Doctor Who,8,"Comedy,Drama,Action & Adventure,Science Fiction",BBC-1,23/08/2014,80,8,7.1,340
Key & Peele,5,Comedy,Comedy Central,08/07/2015,84,4,7.1,20
Jon Benjamin Has A Van,1,"Comedy,Talk & Interview",Comedy Central,14/06/2011,52,5,7.1,14
Love (2016),3,Comedy,Netflix,09/03/2018,77,5,7.1,21
Mom,1,Comedy,CBS,23/09/2013,65,25,7.1,131
The Larry Sanders Show,2,"Comedy,Talk & Interview",HBO,02/06/1993,91,11,7.1,16
The Girlfriend Experience,2,"Comedy,Drama,Business",Starz,05/11/2017,72,6,7.1,15
The Office,9,Comedy,NBC,20/09/2012,64,7,7.1,128
Weird Loners,1,Comedy,FOX,31/03/2015,58,17,7.1,23
Ferrell Takes the Field,1,Comedy,HBO,12/09/2015,64,8,7.1,7
Family Guy,4,"Comedy,Animation",FOX,01/05/2005,63,15,7.1,119
Franklin & Bash ,1,"Comedy,Drama",TNT,01/06/2011,56,21,7.1,42
Gigi Does It,1,Comedy,IFC,01/10/2015,45,4,7.1,8
Zoey's Extraordinary Playlist,1,"Comedy,Drama,Music",NBC,07/01/2020,66,18,7.2,18
Young & Hungry,1,Comedy,ABC Family,25/06/2014,48,5,7.2,50
Selfie,1,Comedy,ABC,30/09/2014,57,24,7.2,68
Shrek The Halls,1,"Comedy,Animation",ABC,28/11/2007,73,15,7.2,24
Baskets,4,Comedy,FX,13/06/2019,85,4,7.2,10
Breaking In,1,"Comedy,Drama",FOX,06/04/2011,54,19,7.2,29
Casual,2,Comedy,HULU,07/06/2016,88,7,7.2,41
Brockmire,1,Comedy,IFC,05/04/2017,79,15,7.2,40
Chozen,1,"Comedy,Animation,Music",FX,13/01/2014,44,10,7.2,32
Cougar Town,3,Comedy,ABC,14/02/2012,80,5,7.2,62
Difficult People,2,Comedy,HULU,12/07/2016,83,8,7.2,22
Jean-Claude Van Johnson,1,Comedy,Amazon Prime,15/12/2017,60,15,7.2,35
Life's Too Short,1,"Comedy,Reality",HBO,10/11/2011,64,18,7.2,32
Last Tango in Halifax,1,"Comedy,Drama",PBS,20/11/2012,78,9,7.2,16
Mad Dogs (2016),1,"Comedy,Drama",Amazon Prime,22/01/2016,64,14,7.2,62
Northern Exposure,1,"Comedy,Drama",CBS,12/07/1990,80,7,7.2,10
Riverdale,1,"Comedy,Drama",The CW,26/01/2017,68,36,7.2,247
The Larry Sanders Show,1,"Comedy,Talk & Interview",HBO,15/08/1992,91,15,7.2,21
Tuca & Bertie,1,"Comedy,Animation",Netflix,03/05/2019,80,16,7.2,44
Web Therapy,2,Comedy,SHOWTIME,02/07/2012,83,4,7.2,14
Who Is America?,1,Comedy,SHOWTIME,15/07/2018,59,22,7.2,102
Florida Girls,1,Comedy,Pop,10/07/2019,69,6,7.2,6
Family Matters,1,Comedy,ABC,22/09/1989,48,8,7.2,10
Happyish,1,Comedy,SHOWTIME,26/04/2015,49,31,7.2,38
Harry's Law,1,"Comedy,Drama",NBC,17/01/2011,48,21,7.2,50
Inside Amy Schumer,2,Comedy,Comedy Central,01/04/2014,74,6,7.2,31
Schitt's Creek,6,Comedy,CBC,07/01/2020,95,4,7.3,7
The Big C,4,Comedy,SHOWTIME,29/04/2013,74,10,7.3,17
The End of the F***ing World,2,"Comedy,Drama",Netflix,05/11/2019,71,9,7.3,59
Benched,1,Comedy,USA,28/10/2014,63,14,7.3,13
Ballers (2015),1,"Comedy,Drama,Sports",HBO,21/06/2015,65,30,7.3,90
Better Things,2,Comedy,FX,14/09/2017,96,13,7.3,111
Betas,1,Comedy,Amazon Instant Video,19/04/2013,69,8,7.3,24
Bones,1,"Comedy,Drama,Suspense,Science",FOX,13/09/2005,55,29,7.3,292
Brooklyn Nine-Nine,6,Comedy,NBC,10/01/2019,81,9,7.3,58
Chaos,1,"Comedy,Drama,Action & Adventure",CBS,01/04/2011,49,18,7.3,18
Dice Undisputed,1,"Comedy,Reality,Documentary",VH1,04/03/2007,42,4,7.3,12
The New Adventures of Old Christine,1,Comedy,CBS,13/03/2006,64,26,7.3,82
Maniac (2018),1,Comedy,Netflix,21/09/2018,76,24,7.3,248
Man Seeking Woman,1,Comedy,FXX,14/01/2015,66,27,7.3,90
NewsRadio,1,Comedy,NBC,21/03/1995,70,22,7.3,7
Outsourced,1,"Comedy,Health & Lifestyle,Business",NBC,23/09/2010,45,23,7.3,97
One Day at a Time (2017),4,"Comedy,Drama",Netflix,24/03/2020,84,13,7.3,4
On My Block,1,"Comedy,Drama",Netflix,16/03/2018,69,5,7.3,50
Royal Pains,1,"Comedy,Drama",USA,04/06/2009,61,15,7.3,57
The Larry Sanders Show,3,"Comedy,Talk & Interview",HBO,22/06/1994,93,8,7.3,18
The Grinder,1,Comedy,FOX,29/09/2015,71,23,7.3,91
The Mindy Project,1,Comedy,FOX,25/09/2012,69,32,7.3,157
Tour de Pharmacy,1,"Comedy,Sports,Movie/Mini-Series",HBO,08/07/2017,71,13,7.3,32
Weeds,5,"Comedy,Drama",SHOWTIME,08/06/2009,67,5,7.3,86
Weeds,4,"Comedy,Drama",SHOWTIME,16/06/2008,67,10,7.3,87
Wedding Wars,1,"Comedy,Movie/Mini-Series",A&E,11/12/2006,51,7,7.3,4
Wrecked (2016),1,Comedy,TBS,14/06/2016,56,11,7.3,34
Flight of the Conchords,2,"Comedy,Music",HBO,18/01/2009,80,10,7.3,64
Family Tree,1,Comedy,HBO,12/05/2013,74,28,7.3,31
Galavant,1,"Comedy,Fantasy,Music",ABC,04/01/2015,61,26,7.3,126
Fresh Off the Boat,1,Comedy,ABC,04/02/2015,75,28,7.3,101
Good Girls,1,"Comedy,Drama,Suspense",NBC,26/02/2018,60,21,7.3,51
Insecure,1,"Comedy,Drama",HBO,09/10/2016,84,33,7.3,91
Hung,2,Comedy,HBO,27/06/2010,65,9,7.3,26
Hung,1,Comedy,HBO,28/06/2009,66,25,7.3,75
The Fresh Prince of Bel-Air,1,Comedy,NBC,10/09/1990,58,12,7.4,61
"You, Me and the Apocalypse",1,"Comedy,Drama,Science Fiction",NBC,30/09/2015,71,28,7.4,63
Sex Education,2,"Comedy,Drama",Netflix,17/01/2020,82,10,7.4,113
Ryan Hansen Solves Crimes on Television,1,Comedy,YouTube Red,25/10/2017,56,5,7.4,11
Sit Down Comedy with David Steinberg,1,"Comedy,Talk & Interview",TV Land,14/12/2005,69,6,7.4,8
"Signed, Dealed, Delivered",1,"Comedy,Drama",Hallmark Channel,13/04/2014,58,5,7.4,7
Telenovela,1,Comedy,NBC,07/12/2015,62,21,7.4,35
The Detour,1,Comedy,TBS,11/04/2016,69,19,7.4,49
Awkward,2,"Comedy,Drama",MTV,28/06/2012,76,8,7.4,67
Archer,10,"Comedy,Animation,Action & Adventure",FX,29/05/2019,74,4,7.4,18
Broad City,4,"Comedy,Drama",Comedy Central,13/09/2017,85,5,7.4,37
Comic Book Men,1,"Comedy,Reality,Fantasy,Science Fiction,Game Show",AMC,12/02/2012,57,7,7.4,39
Creature Comforts,1,"Comedy,Documentary,Science",CBS,04/06/2007,69,13,7.4,41
Descendants,1,"Comedy,Movie/Mini-Series,Action & Adventure,Fantasy,Science Fiction,Kids,Music",Disney Channel,31/07/2015,63,5,7.4,34
Curb Your Enthusiasm,10,Comedy,HBO,19/01/2020,78,5,7.4,18
Don't Trust the B---- in Apartment 23,1,Comedy,ABC,11/04/2012,71,29,7.4,98
Disjointed,1,Comedy,Netflix,25/08/2017,43,22,7.4,98
3rd Rock from the Sun,1,"Comedy,Science Fiction",NBC,09/01/1996,52,26,7.4,36
Kidding,1,"Comedy,Drama",SHOWTIME,09/09/2018,68,33,7.4,99
Lodge 49,1,"Comedy,Drama",AMC,06/08/2018,70,19,7.4,25
Mom,3,Comedy,CBS,05/11/2015,82,4,7.4,51
Portlandia,5,Comedy,IFC,08/01/2015,84,5,7.4,24
Portlandia,1,Comedy,IFC,21/01/2011,71,10,7.4,89
Playing House,1,"Comedy,Drama",USA,29/04/2014,65,13,7.4,32
Roadies,1,"Comedy,Drama",SHOWTIME,26/06/2016,47,30,7.4,61
Red Oaks,1,Comedy,Amazon Instant Video,09/10/2015,70,21,7.4,40
The Goodwin Games,1,Comedy,FOX,20/05/2013,57,17,7.4,15
The Pee-wee Herman Show on Broadway,1,"Comedy,Kids",HBO,19/03/2011,54,13,7.4,7
This Is Us,1,"Comedy,Drama",NBC,20/09/2016,76,34,7.4,206
The Tick (2017),1,"Comedy,Action & Adventure,Fantasy",Amazon Prime,25/08/2017,72,23,7.4,89
Transparent,1,"Comedy,Drama",Amazon Instant Video,26/09/2014,92,29,7.4,252
United States of Tara,2,Comedy,SHOWTIME,22/03/2010,79,10,7.4,47
Wilfred,1,Comedy,FX,23/06/2011,67,25,7.4,158
I'm Dying Up Here,1,"Comedy,Drama",FOX,04/06/2017,62,27,7.4,33
Enlisted,1,Comedy,FOX,10/01/2014,65,26,7.4,44
Family Guy,1,"Comedy,Animation",FOX,31/01/1999,53,23,7.4,405
Friday Night Dinner,1,Comedy,Channel 4,25/02/2011,72,5,7.4,14
High Maintenance (2016),2,Comedy,HBO,19/01/2018,85,4,7.4,14
Hello Ladies,1,Comedy,HBO,29/09/2013,58,21,7.4,93
Impastor,1,Comedy,TV Land,15/07/2015,49,18,7.4,35
Santa Clarita Diet,1,Comedy,Netflix,03/02/2017,66,31,7.5,208
Suburgatory,1,Comedy,ABC,28/09/2011,71,25,7.5,121
State of the Union,1,Comedy,SundanceTV,06/05/2019,81,12,7.5,15
Sons of Tucson,1,Comedy,FOX,14/03/2010,51,15,7.5,22
The Approval Matrix,1,"Comedy,Talk & Interview",Sundance Channel,11/08/2014,63,5,7.5,4
Battle Creek,1,"Comedy,Drama",CBS,01/03/2015,73,29,7.5,72
Big Day,1,Comedy,ABC,28/11/2006,40,25,7.5,19
Cobra Kai,2,"Comedy,Drama",YouTube,24/04/2019,66,7,7.5,48
Charmed,1,"Comedy,Drama,Fantasy",WB,07/10/1998,61,26,7.5,113
Dharma & Greg,1,Comedy,ABC,24/09/1997,81,22,7.5,6
7 Days in Hell,1,"Comedy,Sports,Movie/Mini-Series",,11/07/2015,67,17,7.5,59
2 Broke Girls,1,Comedy,CBS,19/09/2011,66,25,7.5,467
Togetherness,1,Comedy,HBO,11/01/2015,79,23,7.5,74
Just Shoot Me,1,Comedy,NBC,04/03/1997,66,24,7.5,4
"Love, Inc.",1,Comedy,UPN,22/09/2005,28,17,7.5,4
No Activity,1,Comedy,CBS,12/11/2017,56,5,7.5,4
Orange is the New Black,3,"Comedy,Drama",Netflix,12/06/2015,83,24,7.5,323
Rules of Engagement,1,Comedy,CBS,05/02/2007,28,27,7.5,120
Roseanne,1,Comedy,ABC,18/10/1988,79,10,7.5,17
The League,7,"Comedy,Sports",FX,09/09/2015,63,6,7.5,15
The Last Man on Earth,1,"Comedy,Action & Adventure,Science Fiction",FOX,01/03/2015,72,30,7.5,268
Underemployed,1,Comedy,MTV - Music Television,16/10/2012,56,12,7.5,15
Warehouse 13,1,"Comedy,Drama,Action & Adventure,Fantasy,Science Fiction",SyFy,30/10/2018,62,17,7.5,94
Farmer Wants a Wife,1,"Comedy,Reality,Game Show",The CW,30/04/2008,31,14,7.5,16
Glee,2,"Comedy,Drama,Arts,Music",FOX,21/09/2010,76,11,7.5,252
Girl Meets World,1,"Comedy,Kids",Disney Channel,27/06/2014,64,10,7.5,61
Happy Endings,1,Comedy,ABC,13/04/2011,57,21,7.5,98
Hart of Dixie,1,"Comedy,Drama",The CW,26/09/2011,43,20,7.5,88
Devious Maids,1,"Comedy,Drama",LIFETIME,23/06/2013,63,20,7.6,54
Casual,3,Comedy,HULU,23/05/2017,88,4,7.6,18
Survivor's Remorse,1,"Comedy,Sports",Starz,04/10/2014,81,14,7.6,20
Schitt's Creek,1,Comedy,CBC,13/01/2015,64,11,7.6,64
SuperMansion,1,"Comedy,Animation,Action & Adventure",CRACKLE,08/10/2015,59,4,7.6,11
The A Word,1,"Comedy,Drama,Health & Lifestyle",Sundance Channel,13/07/2016,76,12,7.6,17
