Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Hawaii Five-0,1,"Drama,Action & Adventure,Suspense",CBS,20/09/2010,66,29,7.3,148
Harper's Island,1,"Drama,Suspense",CBS,09/04/2009,63,22,7.3,55
House of Cards (2013),3,Drama,Netflix,27/02/2015,76,24,7.3,444
Insecure,1,"Comedy,Drama",HBO,09/10/2016,84,33,7.3,91
Imposters,1,Drama,Bravo,07/02/2017,70,5,7.3,38
I Am Not Okay With This,1,Drama,Netflix,26/02/2020,68,16,7.3,55
Resurrection,1,"Drama,Fantasy,Science Fiction",ABC,09/03/2014,60,29,7.3,95
Rescue Me,4,"Drama,Action & Adventure",FX,13/06/2007,85,13,7.3,15
Ray Donovan,3,"Drama,Action & Adventure",SHOWTIME,12/07/2015,71,8,7.3,62
Royal Pains,1,"Comedy,Drama",USA,04/06/2009,61,15,7.3,57
Roswell,1,"Drama,Science Fiction",WB,06/10/1999,77,19,7.3,21
Show Me a Hero,1,"Drama,Movie/Mini-Series",HBO,16/08/2015,85,33,7.3,114
Terminator: The Sarah Connor Chronicles,1,"Drama,Action & Adventure,Science Fiction",FOX,13/01/2008,74,24,7.3,179
Daytime Divas,1,Drama,VH1,05/06/2017,53,4,7.3,8
Caprica,1,"Drama,Science Fiction",SyFy,22/01/2010,71,20,7.3,86
An Adventure in Space and Time,1,Drama,BBC America,21/11/2013,77,11,7.3,46
Believe,1,"Drama,Fantasy,Science Fiction",NBC,10/03/2014,55,25,7.3,115
Ballers (2015),1,"Comedy,Drama,Sports",HBO,21/06/2015,65,30,7.3,90
Billions,4,Drama,SHOWTIME,17/03/2019,87,4,7.3,23
Bones,1,"Comedy,Drama,Suspense,Science",FOX,13/09/2005,55,29,7.3,292
Burton and Taylor,1,"Drama,Movie/Mini-Series",BBC America,16/10/2013,81,17,7.3,15
Chaos,1,"Comedy,Drama,Action & Adventure",CBS,01/04/2011,49,18,7.3,18
Chance,1,"Drama,Suspense",HULU,19/10/2016,64,23,7.3,44
Celebrity Fit Club,7,"Drama,Reality,Game Show",VH1,08/02/2010,55,4,7.3,4
Crusoe,1,"Drama,Action & Adventure",NBC,17/10/2008,53,24,7.3,22
Defying Gravity,1,"Drama,Science Fiction",ABC,02/08/2009,54,15,7.3,91
Death Comes to Pemberley,1,"Drama,Movie/Mini-Series,Suspense",PBS,26/12/2013,66,17,7.3,7
Dirt,1,Drama,FX,02/01/2007,40,29,7.3,111
Downton Abbey,4,Drama,PBS,22/09/2013,72,29,7.3,79
Beyond Scared Straight,1,"Drama,Reality,Game Show,Documentary,Arts",A&E,13/01/2011,83,4,7.3,8
Sneaky Pete,2,Drama,Amazon Instant Video,09/03/2018,72,5,7.3,24
John from Cincinnati,1,Drama,HBO,10/06/2007,50,24,7.4,254
JAG,1,"Drama,Action & Adventure,Suspense",CBS,23/09/1995,62,18,7.4,5
Inside Men,1,Drama,BBC,20/06/2012,71,7,7.4,9
Kidding,1,"Comedy,Drama",SHOWTIME,09/09/2018,68,33,7.4,99
Kevin (Probably) Saves the World,1,Drama,ABC,03/10/2017,59,18,7.4,45
Legion,2,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FX,03/04/2018,85,10,7.4,153
Lodge 49,1,"Comedy,Drama",AMC,06/08/2018,70,19,7.4,25
Magic City,1,"Drama,Action & Adventure",Starz,06/04/2012,56,27,7.4,39
Mrs. Wilson,1,"Drama,Movie/Mini-Series",PBS,31/03/2019,70,8,7.4,12
Nip/Tuck,1,Drama,FX,22/07/2003,70,32,7.4,25
Nashville (2012),1,"Drama,Music",ABC,10/10/2012,85,32,7.4,173
Pan Am,1,Drama,ABC,25/09/2011,68,28,7.4,87
Prime Suspect,1,"Drama,Suspense",NBC,22/09/2011,65,26,7.4,47
Power,1,Drama,Starz,07/06/2014,57,15,7.4,85
Playing House,1,"Comedy,Drama",USA,29/04/2014,65,13,7.4,32
The Paradise,1,Drama,PBS,25/09/2012,71,9,7.4,22
The Bridge,1,Drama,CBS,05/03/2010,65,13,7.4,17
The Dresden Files,1,"Drama,Action & Adventure,Fantasy,Suspense",SyFy,27/01/2007,55,13,7.4,59
The Deep End,1,Drama,ABC,20/01/2010,38,23,7.4,48
The Handmaid's Tale,2,"Drama,Science Fiction",HULU,25/04/2018,86,28,7.4,177
The Listener,1,Drama,NBC,03/03/2009,42,14,7.4,27
The Librarians (2014),1,"Drama,Action & Adventure,Fantasy",ABC,07/12/2014,64,12,7.4,111
The Riches,2,Drama,FX,18/03/2008,68,9,7.4,13
The Trip to Bountiful,1,"Drama,Movie/Mini-Series",LIFETIME,08/03/2014,86,12,7.4,7
The X-Files,11,"Drama,Action & Adventure,Horror,Suspense,Science Fiction",FOX,03/01/2018,67,18,7.4,65
This Is Us,1,"Comedy,Drama",NBC,20/09/2016,76,34,7.4,206
The Young Pope,1,"Drama,Movie/Mini-Series,Suspense",ABC,15/01/2017,68,38,7.4,163
Treme,3,"Drama,Music,Food & Cooking",HBO,23/09/2012,77,4,7.4,28
Treme,2,"Drama,Music,Food & Cooking",HBO,24/04/2011,84,17,7.4,53
Transparent,1,"Comedy,Drama",Amazon Instant Video,26/09/2014,92,29,7.4,252
UnReal,2,Drama,LIFETIME,06/06/2016,87,19,7.4,72
Unbelievable,1,"Drama,Movie/Mini-Series",Netflix,13/09/2019,83,25,7.4,70
Wallander,1,"Drama,Suspense",BBC-1,30/11/2008,71,11,7.4,29
When They See Us,1,"Drama,Movie/Mini-Series",Netflix,31/05/2019,86,27,7.4,103
Wayward Pines,1,"Drama,Fantasy,Suspense,Science Fiction",FOX,14/05/2015,66,34,7.4,245
"You, Me and the Apocalypse",1,"Comedy,Drama,Science Fiction",NBC,30/09/2015,71,28,7.4,63
Years and Years,1,"Drama,Movie/Mini-Series",HBO,24/06/2019,78,24,7.4,38
Star Trek: Enterprise,1,"Drama,Action & Adventure,Science Fiction",UPN,26/09/2001,66,18,7.4,69
Ray Donovan,2,"Drama,Action & Adventure",SHOWTIME,13/07/2014,73,7,7.4,71
Gossip Girl,4,Drama,The CW,13/09/2010,75,5,7.4,42
Gravity,1,Drama,Starz,23/04/2010,57,11,7.4,12
Gotham,2,"Drama,Action & Adventure,Suspense",FOX,21/09/2015,62,6,7.4,205
I'm Dying Up Here,1,"Comedy,Drama",FOX,04/06/2017,62,27,7.4,33
Roadies,1,"Comedy,Drama",SHOWTIME,26/06/2016,47,30,7.4,61
Salem,1,"Drama,Fantasy,Horror,Suspense,Science Fiction",WGN America,20/04/2014,49,16,7.4,116
Sex Education,2,"Comedy,Drama",Netflix,17/01/2020,82,10,7.4,113
"Signed, Dealed, Delivered",1,"Comedy,Drama",Hallmark Channel,13/04/2014,58,5,7.4,7
Stalker,1,"Drama,Suspense",CBS,01/10/2014,17,24,7.4,129
Spartacus: Vengeance,1,"Drama,Suspense",Starz,27/01/2012,58,11,7.4,185
StartUp,1,Drama,CRACKLE,06/09/2016,52,13,7.4,59
The Affair,1,Drama,SHOWTIME,12/10/2014,85,28,7.4,231
American Gods,1,"Drama,Fantasy",Starz,30/04/2017,77,36,7.4,353
Beauty and the Beast (2012),1,"Drama,Action & Adventure,Science Fiction",The CW,11/10/2012,33,19,7.4,183
Awkward,2,"Comedy,Drama",MTV,28/06/2012,76,8,7.4,67
Breakout Kings,1,"Drama,Action & Adventure,Suspense",A&E,06/03/2011,56,19,7.4,32
Broadchurch,3,"Drama,Suspense",BBC America,28/06/2017,85,14,7.4,56
Broad City,4,"Comedy,Drama",Comedy Central,13/09/2017,85,5,7.4,37
Chicago Fire,1,"Drama,Action & Adventure",NBC,10/10/2012,49,23,7.4,103
Channel Zero,1,"Drama,Horror,Suspense,Science Fiction",SyFy,11/10/2016,75,5,7.4,82
Close to Home,1,"Drama,Suspense",CBS,04/10/2005,54,20,7.4,32
Counterpart,1,"Drama,Suspense,Science Fiction",Starz,21/01/2018,76,15,7.4,123
Copper ,1,"Drama,Action & Adventure",BBC America,19/08/2012,67,27,7.4,52
Damnation (2017),1,Drama,USA,07/11/2017,57,15,7.4,33
Defiance,1,"Drama,Action & Adventure,Science Fiction",SyFy,15/04/2013,57,17,7.4,276
Finding Carter,1,Drama,MTV - Music Television,08/07/2014,71,9,7.4,43
Fleming: The Man Who Would Be Bond,1,"Drama,Movie/Mini-Series,Action & Adventure",BBC America,29/01/2014,62,22,7.4,22
FlashForward,1,"Drama,Action & Adventure,Science Fiction",ABC,24/09/2009,71,26,7.4,135
Lone Star,1,"Drama,Suspense",FOX,20/09/2010,73,21,7.5,35
Journeyman,1,"Drama,Science Fiction",NBC,24/09/2007,52,26,7.5,200
Killing Eve,3,"Drama,Action & Adventure,Suspense",BBC America,12/04/2020,61,13,7.5,17
Limitless (2015),1,"Drama,Suspense,Science Fiction",CBS,22/09/2015,57,30,7.5,240
Messiah (2020),1,"Drama,Suspense",Netflix,01/01/2020,46,8,7.5,30
Mr. Mercedes,1,"Drama,Suspense",Audience Network,09/08/2017,71,17,7.5,70
Nikita,1,"Drama,Action & Adventure,Suspense",The CW,09/09/2010,67,28,7.5,161
Nurse Jackie,1,Drama,SHOWTIME,08/06/2009,76,23,7.5,64
Numb3rs,1,"Drama,Action & Adventure,Suspense",CBS,23/01/2005,53,24,7.5,15
Outlander (2014),5,"Drama,Action & Adventure,Fantasy,Science Fiction",Starz,16/02/2020,73,4,7.5,10
Outlander (2014),3,"Drama,Action & Adventure,Fantasy,Science Fiction",Starz,10/09/2017,87,6,7.5,75
Outcast,1,"Drama,Fantasy,Horror,Suspense",Cinemax,03/06/2016,70,28,7.5,112
Our Boys,1,"Drama,Movie/Mini-Series,Suspense",HBO,12/08/2019,83,10,7.5,23
Orphan Black,2,"Drama,Science Fiction",BBC America,19/04/2014,79,26,7.5,260
Orange is the New Black,3,"Comedy,Drama",Netflix,12/06/2015,83,24,7.5,323
Page Eight,1,"Drama,Movie/Mini-Series,Action & Adventure",PBS,06/11/2011,72,6,7.5,13
Preacher,2,"Drama,Action & Adventure,Fantasy",AMC,25/06/2017,76,9,7.5,105
The Flash (2014),2,"Drama,Action & Adventure,Fantasy,Science Fiction",The CW,06/10/2015,81,4,7.5,291
The Leftovers,1,Drama,HBO,29/06/2014,65,42,7.5,689
The Man in the High Castle,2,Drama,Amazon Prime,16/12/2016,62,10,7.5,121
The Newsroom,2,Drama,HBO,14/07/2013,66,20,7.5,134
The Musketeers,1,"Drama,Action & Adventure",BBC,19/01/2014,69,14,7.5,25
The Plot Against America,1,"Drama,Movie/Mini-Series",HBO,16/03/2020,81,31,7.5,31
The Secret Circle,1,"Drama,Fantasy,Horror",The CW,15/09/2011,56,20,7.5,99
The Strain,1,"Drama,Horror,Suspense,Science Fiction",FX,13/07/2014,72,38,7.5,402
The X-Files,10,"Drama,Action & Adventure,Horror,Suspense,Science Fiction",FOX,24/01/2016,60,35,7.5,269
Trust Me,1,"Drama,Health & Lifestyle",TNT,26/01/2009,65,20,7.5,14
True Blood,4,"Drama,Fantasy,Horror",HBO,26/06/2011,74,13,7.5,188
Unorthodox,1,Drama,Netflix,26/03/2020,85,11,7.5,24
Warehouse 13,1,"Comedy,Drama,Action & Adventure,Fantasy,Science Fiction",SyFy,30/10/2018,62,17,7.5,94
Vikings,2,"Drama,Action & Adventure",History,27/02/2014,77,11,7.5,350
Wolf Hall,1,Drama,PBS,21/01/2015,86,25,7.5,56
Good Trouble,1,Drama,Freeform,08/01/2019,83,4,7.5,12
Glee,2,"Comedy,Drama,Arts,Music",FOX,21/09/2010,76,11,7.5,252
Gotham,1,"Drama,Action & Adventure,Suspense",FOX,22/09/2014,71,34,7.5,722
Hart of Dixie,1,"Comedy,Drama",The CW,26/09/2011,43,20,7.5,88
House of Cards,1,"Drama,Movie/Mini-Series,Suspense",PBS,18/11/1990,85,11,7.5,17
Rescue Me,7,"Drama,Action & Adventure",FX,13/07/2011,76,10,7.5,15
Sneaky Pete,1,Drama,Amazon Instant Video,07/08/2015,77,22,7.5,133
Tales from the Loop,1,"Drama,Science Fiction",Prime Video,03/04/2020,67,11,7.5,24
The Affair,2,Drama,SHOWTIME,04/10/2015,78,15,7.5,71
And Then There Were None (2016),1,"Drama,Movie/Mini-Series,Horror,Suspense",LIFETIME,13/03/2016,82,10,7.5,79
American Crime,1,Drama,ABC,05/03/2015,85,35,7.5,149
Battle Creek,1,"Comedy,Drama",CBS,01/03/2015,73,29,7.5,72
Billions,1,Drama,SHOWTIME,17/01/2016,69,37,7.5,186
Blue Bloods,1,Drama,CBS,24/09/2010,70,25,7.5,111
Brooklyn DA,1,"Drama,Reality,News/Documentary,Documentary",CBS,28/05/2013,66,6,7.5,6
Charmed,1,"Comedy,Drama,Fantasy",WB,07/10/1998,61,26,7.5,113
Castle Rock (2018),2,"Drama,Horror,Suspense",HULU,23/10/2019,69,9,7.5,17
Cobra Kai,2,"Comedy,Drama",YouTube,24/04/2019,66,7,7.5,48
Damages,4,"Drama,Suspense",FX,13/07/2011,78,12,7.5,60
Desire,1,Drama,My Network TV,05/09/2006,27,11,7.5,28
Colony,1,"Drama,Science Fiction",USA,14/01/2016,69,22,7.5,122
Sons of Anarchy,5,"Drama,Action & Adventure",FX,11/09/2012,72,6,7.5,170
One Dollar,1,"Drama,Suspense",CBS All Access,30/08/2018,64,6,7.6,18
One Day at a Time (2017),2,"Comedy,Drama",Netflix,26/01/2018,88,6,7.6,51
One Day at a Time (2017),1,"Comedy,Drama",Netflix,06/01/2017,79,23,7.6,99
Pose,2,"Drama,Music",FX,11/06/2019,79,14,7.6,34
Poldark,1,Drama,PBS,21/06/2015,72,14,7.6,39
13 Reasons Why,1,Drama,Netflix,31/03/2017,76,17,7.6,718
A Raisin in the Sun,1,"Drama,Movie/Mini-Series",ABC,25/02/2008,81,19,7.6,14
Zen,1,Drama,BBC-1,02/01/2011,77,11,7.6,17
The Bronx Is Burning,1,"Sports,Drama,Sports",ESPN,08/07/2007,65,15,7.6,14
The Brave,1,"Drama,Action & Adventure",NBC,25/09/2017,54,11,7.6,73
The Borgias,2,Drama,SHOWTIME,08/04/2012,81,6,7.6,63
The Deuce,3,Drama,HBO,09/09/2019,79,6,7.6,18
The Defenders,1,Drama,CBS,22/09/2010,65,19,7.6,28
The Fall,1,"Drama,Suspense",RTE One,13/05/2013,81,4,7.6,141
The Good Doctor,1,Drama,ABC,25/09/2017,53,15,7.6,129
The Game (2014),1,"Drama,Movie/Mini-Series,Action & Adventure",BBC America,05/11/2014,78,9,7.6,29
The Path,2,Drama,HULU,25/01/2017,64,8,7.6,19
The Vampire Diaries,1,"Drama,Fantasy,Horror",The CW,10/09/2009,50,22,7.6,548
The Unusuals,1,"Drama,Action & Adventure,Suspense",ABC,08/04/2009,61,22,7.6,81
The Witcher,1,"Drama,Action & Adventure,Fantasy",Netflix,20/12/2019,53,17,7.6,2560
The Whole Truth,1,Drama,ABC,22/09/2010,56,19,7.6,9
The Wedding Bells,1,"Comedy,Drama",FOX,07/03/2007,35,25,7.6,17
The Walking Dead,3,"Drama,Action & Adventure,Fantasy,Horror,Suspense,Science Fiction",AMC,14/10/2012,82,19,7.6,1465
True Blood,3,"Drama,Fantasy,Horror",HBO,13/06/2010,79,19,7.6,285
Treme,4,"Drama,Music,Food & Cooking",HBO,01/12/2013,80,10,7.6,27
Twisted,1,"Drama,Suspense",ABC Family,11/06/2013,66,7,7.6,31
Wallander,3,"Drama,Suspense",BBC-1,08/07/2012,80,6,7.6,19
Who Do You Think You Are?,1,"Drama,Reality,Game Show,Travel",NBC,05/03/2010,52,15,7.6,12
You're the Worst,5,"Comedy,Drama",FX,09/01/2019,86,5,7.6,32
Wynonna Earp,1,"Drama,Action & Adventure,Fantasy,Horror",SyFy,01/04/2016,68,4,7.6,144
Siberia,1,"Drama,Reality",NBC,01/07/2013,63,5,7.6,53
Homeland,5,"Drama,Suspense",SHOWTIME,04/10/2015,76,18,7.6,161
Hindsight,1,Drama,VH1,07/01/2015,72,8,7.6,25
Grantchester,1,"Drama,Suspense",PBS,06/10/2014,70,10,7.6,21
Gracepoint,1,"Drama,Suspense",FOX,02/10/2014,62,29,7.6,53
Haven,1,"Drama,Action & Adventure,Fantasy,Horror,Suspense,Science Fiction",SyFy,09/07/2010,53,22,7.6,105
House,6,"Drama,Suspense,Science",FOX,21/09/2009,76,8,7.6,156
Ray Donovan,1,"Drama,Action & Adventure",SHOWTIME,30/06/2013,75,36,7.6,239
Psych: The Movie,1,"Comedy,Drama,Movie/Mini-Series",USA,07/12/2017,66,6,7.6,21
Secrets and Lies,1,Drama,ABC,01/03/2015,48,22,7.6,58
Sleepy Hollow,1,"Drama,Action & Adventure,Horror,Suspense,Science Fiction",FOX,16/09/2013,64,29,7.6,249
Spotless,1,Drama,Esquire,14/11/2015,79,7,7.6,14
Stitchers,1,"Drama,Action & Adventure,Science Fiction",ABC Family,02/06/2015,48,9,7.6,76
Star-Crossed,1,"Drama,Science Fiction",The CW,17/02/2014,50,22,7.6,102
Swamp Thing (2019),1,"Drama,Action & Adventure,Fantasy",DC Universe,31/05/2019,67,5,7.6,52
The A Word,1,"Comedy,Drama,Health & Lifestyle",Sundance Channel,13/07/2016,76,12,7.6,17
Being Human (UK),1,"Comedy,Drama,Fantasy,Horror,Suspense",BBC,25/01/2009,79,8,7.6,75
Army Wives,1,Drama,LIFETIME,03/06/2007,65,15,7.6,115
BrainDead,1,"Comedy,Drama,Horror,Science Fiction",CBS,13/06/2016,61,37,7.6,127
Bones,6,"Comedy,Drama,Suspense,Science",FOX,23/09/2010,75,4,7.6,50
Bunheads,1,"Comedy,Drama",ABC Family,11/06/2012,74,20,7.6,44
City on a Hill,1,Drama,SHOWTIME,16/06/2019,65,22,7.6,15
Dates,1,"Comedy,Drama",The CW,09/07/2015,67,6,7.6,11
Deception (2018),1,Drama,ABC,11/03/2018,51,8,7.6,55
Deadly Class,1,"Drama,Action & Adventure",SyFy,16/01/2019,58,13,7.6,55
Dead to Me,1,"Comedy,Drama",Netflix,03/05/2019,67,21,7.6,35
Dexter,7,"Drama,Suspense",SHOWTIME,30/09/2012,81,7,7.6,648
Everything Sucks!,1,"Comedy,Drama",Netflix,16/02/2018,62,20,7.6,96
Enlightened,2,"Comedy,Drama,Health & Lifestyle",HBO,13/01/2013,95,7,7.6,105
Elementary,1,"Drama,Action & Adventure,Suspense",CBS,27/09/2012,73,29,7.6,332
Devious Maids,1,"Comedy,Drama",LIFETIME,23/06/2013,63,20,7.6,54
Killjoys,1,"Drama,Action & Adventure,Suspense,Science Fiction",SyFy,19/06/2015,53,7,7.7,119
London Spy,1,Drama,BBC America,21/01/2016,73,18,7.7,53
Longford,1,"Drama,Movie/Mini-Series",Channel 4,26/10/2006,88,14,7.7,9
Manhunt (2017),1,"Drama,Movie/Mini-Series",Discovery,01/08/2017,71,17,7.7,58
Monday Mornings,1,Drama,TNT,04/02/2013,55,22,7.7,33
Mind Games (2014),1,"Comedy,Drama",ABC,25/02/2014,44,19,7.7,15
Miami Medical,1,Drama,CBS,02/04/2010,42,17,7.7,7
Nashville,1,"Drama,Reality,Game Show",FOX,14/09/2007,38,13,7.7,15
Orange is the New Black,7,"Comedy,Drama",Netflix,26/07/2019,81,12,7.7,58
Oz,1,"Drama,Suspense",HBO,12/07/1997,70,17,7.7,79
30 Rock,4,"Comedy,Drama",NBC,15/10/2009,73,17,7.7,121
The Brink,1,"Comedy,Drama,Action & Adventure",HBO,21/06/2015,52,30,7.7,79
The Borgias,1,Drama,SHOWTIME,03/04/2011,66,25,7.7,138
The Closer,7,"Drama,Suspense",TNT,11/07/2011,78,5,7.7,18
The Girlfriend Experience,1,"Comedy,Drama,Business",Starz,10/04/2016,78,27,7.7,77
The Hour (UK),2,Drama,BBC-2,14/11/2012,79,17,7.7,20
The Pacific,1,"Drama,Action & Adventure,Suspense",HBO,14/03/2010,86,32,7.7,235
The Outsider (2020),1,"Drama,Horror,Suspense",HBO,12/01/2020,69,28,7.7,64
The Night Manager,1,"Drama,Movie/Mini-Series,Suspense",BBC,19/04/2016,82,32,7.7,179
The Missing,2,"Drama,Suspense",Starz,12/02/2017,76,14,7.7,48
The White Queen,1,Drama,BBC,16/06/2013,70,14,7.7,52
Three Rivers,1,Drama,CBS,04/10/2009,48,19,7.7,31
"Upstairs, Downstairs",1,Drama,BBC-1,26/12/2010,74,18,7.7,19
Tyrant,2,"Drama,Action & Adventure,Suspense",FX,16/06/2015,65,7,7.7,40
Turn: Washington's Spies,2,"Drama,Action & Adventure",AMC,13/04/2015,68,4,7.7,34
"Walker, Texas Ranger",1,"Drama,Action & Adventure",CBS,21/04/1993,45,7,7.7,13
Whitechapel,1,Drama,ITV1,02/02/2009,76,7,7.7,20
Goliath,1,Drama,Amazon Prime,13/10/2016,65,26,7.7,112
Glee,1,"Comedy,Drama,Arts,Music",FOX,19/05/2009,78,19,7.7,455
Future Man,1,"Comedy,Drama,Action & Adventure,Science Fiction",HULU,14/11/2017,70,20,7.7,114
Grey's Anatomy,7,Drama,ABC,23/09/2010,64,5,7.7,70
Happy!,1,"Comedy,Drama,Fantasy",SyFy,06/12/2017,65,21,7.7,100
How to Get Away With Murder,1,Drama,ABC,25/09/2014,68,30,7.7,382
Search Party (2016),1,"Comedy,Drama,Suspense",E!,21/11/2016,81,19,7.7,79
Succession,1,"Comedy,Drama,Business",HBO,03/06/2018,70,29,7.7,70
Being Mary Jane (2014),1,"Animation,Drama,Suspense",BET,07/01/2014,67,7,7.7,9
Behind the Candelabra,1,"Drama,Movie/Mini-Series",HBO,26/05/2013,83,30,7.7,85
Ballers,2,"Comedy,Drama,Sports,Talk & Interview,Business",HBO,17/07/2016,63,4,7.7,35
Backstrom,1,"Comedy,Drama",FOX,22/01/2015,51,31,7.7,95
Brothers & Sisters,1,Drama,ABC,24/09/2006,51,27,7.7,172
Broad City,3,"Comedy,Drama",Comedy Central,17/02/2016,87,8,7.7,95
Chicago P.D.,1,"Drama,Action & Adventure,Suspense",NBC,08/01/2014,50,22,7.7,80
Conviction,1,"Drama,Suspense",NBC,03/03/2006,44,23,7.7,100
Da Vinci's Demons,1,"Drama,Fantasy",Starz,12/04/2013,62,27,7.7,163
Dirty Sexy Money,1,Drama,ABC,26/09/2007,66,26,7.7,77
Dracula,1,"Drama,Fantasy,Horror",NBC,25/10/2013,55,33,7.7,197
Downton Abbey,3,Drama,PBS,16/09/2012,83,27,7.7,140
Doom Patrol,1,"Drama,Action & Adventure,Fantasy,Science Fiction",DC Universe,15/02/2019,70,13,7.7,96
Eli Stone,2,"Drama,Suspense",ABC,14/10/2008,72,9,7.7,12
"Beverly Hills, 90210",1,"Comedy,Drama",FOX,04/10/1990,46,9,7.7,30
Snowfall,2,"Drama,Action & Adventure",FX,19/07/2018,78,4,7.7,10
Jane the Virgin,1,"Comedy,Drama",The CW,13/10/2014,80,23,7.8,154
Killing Eve,1,"Drama,Action & Adventure,Suspense",BBC America,08/04/2018,83,22,7.8,267
Lethal Weapon (2016),1,"Comedy,Drama,Action & Adventure,Suspense",FOX,21/09/2016,56,24,7.8,129
Last Resort,1,Drama,ABC,27/09/2012,74,31,7.8,139
Marvel's Agent Carter,1,"Drama,Action & Adventure,Fantasy,Science Fiction",ABC,06/01/2015,72,27,7.8,281
Manhattan,1,"Drama,Science",WGN America,27/07/2014,78,23,7.8,99
Mind Control with Derren Brown,1,"Drama,Reality",SyFy,26/07/2007,79,5,7.8,19
My Brilliant Friend,2,Drama,HBO,16/03/2020,91,7,7.8,12
Nip/Tuck,6,Drama,FX,14/10/2009,64,8,7.8,21
Nip/Tuck,4,Drama,FX,05/09/2006,74,12,7.8,13
Once Upon a Time,1,"Drama,Fantasy",ABC,23/10/2011,66,26,7.8,523
Orphan Black,5,"Drama,Science Fiction",BBC America,10/06/2017,83,7,7.8,56
Parade's End,1,"Drama,Movie/Mini-Series,Action & Adventure",HBO,24/08/2012,73,19,7.8,40
Preacher,1,"Drama,Action & Adventure,Fantasy",AMC,22/05/2016,76,37,7.8,371
Pose,1,"Drama,Music",FX,03/06/2018,75,27,7.8,80
Picket Fences,1,Drama,CBS,18/09/1992,61,16,7.8,5
24,8,"Drama,Action & Adventure,Suspense",FOX,17/01/2010,67,19,7.8,136
11.22.63,1,"Drama,Science Fiction",HULU,15/02/2016,69,35,7.8,224
'Til Death Do Us Part,1,"Drama,Reality",Court TV,19/03/2007,43,12,7.8,20
The Carrie Diaries,1,Drama,The CW,14/01/2013,58,23,7.8,70
The Bridge (2013),1,"Drama,Action & Adventure,Suspense",FX,10/07/2013,77,37,7.8,161
The Blacklist,1,"Drama,Action & Adventure,Suspense",NBC,23/09/2013,74,31,7.8,499
The Deuce,1,Drama,HBO,10/09/2017,85,35,7.8,163
The Flash (2014),1,"Drama,Action & Adventure,Fantasy,Science Fiction",The CW,07/10/2014,73,27,7.8,794
The Get Down,1,"Drama,Music",Netflix,12/08/2016,69,31,7.8,127
The Marvelous Mrs. Maisel,2,"Comedy,Drama",Amazon Prime,05/12/2018,85,24,7.8,106
The Nine,1,"Drama,Action & Adventure",ABC,04/10/2006,81,29,7.8,42
The Night Shift,1,"Comedy,Drama,Action & Adventure",NBC,27/05/2014,45,16,7.8,52
The Rookie,1,"Comedy,Drama,Action & Adventure",ABC,16/10/2018,64,12,7.8,50
The Terror,1,Drama,AMC,26/03/2018,76,19,7.8,166
The Strain,3,"Drama,Horror,Suspense,Science Fiction",FX,28/08/2016,62,5,7.8,45
Treme,1,"Drama,Music,Food & Cooking",HBO,11/04/2010,88,32,7.8,126
Toy Story That Time Forgot,1,"Comedy,Animation,Drama,Kids",ABC,02/12/2014,81,8,7.8,28
UnReal,3,Drama,LIFETIME,26/02/2018,63,6,7.8,15
Tyrant,1,"Drama,Action & Adventure,Suspense",FX,24/06/2014,54,33,7.8,150
Warehouse 13,2,"Comedy,Drama,Action & Adventure,Fantasy,Science Fiction",SyFy,06/07/2010,72,8,7.8,33
War & Peace,1,"Drama,Movie/Mini-Series",LIFETIME,18/01/2016,72,11,7.8,62
You're the Worst,4,"Comedy,Drama",FX,06/09/2017,84,5,7.8,33
Women's Murder Club,1,"Drama,Suspense",ABC,12/10/2007,51,23,7.8,21
Good Omens,1,"Comedy,Drama,Fantasy",Prime Video,31/05/2019,66,21,7.8,65
Good Behavior,1,Drama,TNT,15/11/2016,65,22,7.8,70
Game of Thrones,7,"Drama,Action & Adventure,Fantasy",HBO,16/07/2017,77,12,7.8,1006
Full House,1,"Comedy,Drama,Kids",ABC,22/09/1987,31,7,7.8,48
Homeland,4,"Drama,Suspense",SHOWTIME,05/10/2014,74,22,7.8,235
Grimm,1,"Drama,Fantasy,Horror,Suspense,Science Fiction",NBC,28/10/2011,55,23,7.8,348
Hatfields & McCoys,1,"Drama,Movie/Mini-Series",The History Channel,28/05/2012,68,20,7.8,33
Hap and Leonard,3,"Comedy,Drama",SUNDANCE,07/03/2018,79,4,7.8,13
Hannibal,3,"Drama,Horror,Suspense",NBC,04/06/2015,84,15,7.8,389
Ill Behaviour,1,"Comedy,Drama,Suspense,Health & Lifestyle",SHOWTIME,13/11/2017,55,5,7.8,4
Reign (2013),1,"Drama,Fantasy",The CW,17/10/2013,53,24,7.8,140
Robin Hood,1,"Drama,Action & Adventure",BBC-1,07/10/2006,70,9,7.8,93
Scream Queens (2015),1,"Comedy,Drama,Horror",FOX,22/09/2015,59,33,7.8,342
Sons of Anarchy,4,"Drama,Action & Adventure",FX,06/09/2011,81,13,7.8,215
Sleeper Cell,1,"Drama,Action & Adventure",SHOWTIME,04/12/2005,65,26,7.8,57
Strike Back,3,"Drama,Action & Adventure,Suspense",Sky One,05/05/2010,78,5,7.8,50
Sweet/Vicious,1,"Comedy,Drama",MTV - Music Television,15/11/2016,72,6,7.8,24
